ROWID,Country,State LGD Code,State,SourceYear,"State wise Macro Nutrient Status for Cycle I, Cycle II ,Cycle III","Fertilizers used in cycle namely Nitrogen, phosphorous, Potassium, organic carbon",Fertilizers level,Count of Nutrient status involved in three cycles,Samples under each cycle,YearCode,Year
1641,India,16,TRIPURA,2019-20,Cycle 3,Nitrogen (N),VH,0,3300,2019,"Financial Year (Apr - Mar), 2019"
1642,India,16,TRIPURA,2019-20,Cycle 3,Potassium (K),VH,0,3300,2019,"Financial Year (Apr - Mar), 2019"
1643,India,16,TRIPURA,2019-20,Cycle 3,Nitrogen (N),H,14,3300,2019,"Financial Year (Apr - Mar), 2019"
1644,India,16,TRIPURA,2019-20,Cycle 3,Potassium (K),H,18,3300,2019,"Financial Year (Apr - Mar), 2019"
1645,India,16,TRIPURA,2019-20,Cycle 3,Phosphorous (P),VH,32,3300,2019,"Financial Year (Apr - Mar), 2019"
1646,India,16,TRIPURA,2019-20,Cycle 3,Nitrogen (N),VL,67,3300,2019,"Financial Year (Apr - Mar), 2019"
1647,India,16,TRIPURA,2019-20,Cycle 3,Phosphorous (P),H,231,3300,2019,"Financial Year (Apr - Mar), 2019"
1648,India,16,TRIPURA,2019-20,Cycle 3,Organic Carbon (OC),VH,231,3300,2019,"Financial Year (Apr - Mar), 2019"
1649,India,16,TRIPURA,2019-20,Cycle 3,Phosphorous (P),VL,252,3300,2019,"Financial Year (Apr - Mar), 2019"
1650,India,16,TRIPURA,2019-20,Cycle 3,Organic Carbon (OC),VL,306,3300,2019,"Financial Year (Apr - Mar), 2019"
1651,India,16,TRIPURA,2019-20,Cycle 3,Organic Carbon (OC),H,356,3300,2019,"Financial Year (Apr - Mar), 2019"
1652,India,16,TRIPURA,2019-20,Cycle 3,Potassium (K),VL,418,3300,2019,"Financial Year (Apr - Mar), 2019"
1653,India,16,TRIPURA,2019-20,Cycle 3,Potassium (K),M,1111,3300,2019,"Financial Year (Apr - Mar), 2019"
1654,India,16,TRIPURA,2019-20,Cycle 3,Nitrogen (N),M,1324,3300,2019,"Financial Year (Apr - Mar), 2019"
1655,India,16,TRIPURA,2019-20,Cycle 3,Phosphorous (P),L,1446,3300,2019,"Financial Year (Apr - Mar), 2019"
1656,India,16,TRIPURA,2019-20,Cycle 3,Organic Carbon (OC),L,1542,3300,2019,"Financial Year (Apr - Mar), 2019"
1657,India,16,TRIPURA,2019-20,Cycle 3,Organic Carbon (OC),M,1675,3300,2019,"Financial Year (Apr - Mar), 2019"
1658,India,16,TRIPURA,2019-20,Cycle 3,Phosphorous (P),M,2142,3300,2019,"Financial Year (Apr - Mar), 2019"
1659,India,16,TRIPURA,2019-20,Cycle 3,Potassium (K),L,2555,3300,2019,"Financial Year (Apr - Mar), 2019"
1660,India,16,TRIPURA,2019-20,Cycle 3,Nitrogen (N),L,2701,3300,2019,"Financial Year (Apr - Mar), 2019"
1661,India,33,TAMIL NADU,2019-20,Cycle 3,Nitrogen (N),H,0,3435,2019,"Financial Year (Apr - Mar), 2019"
1662,India,33,TAMIL NADU,2019-20,Cycle 3,Nitrogen (N),VH,1,3435,2019,"Financial Year (Apr - Mar), 2019"
1663,India,33,TAMIL NADU,2019-20,Cycle 3,Nitrogen (N),M,26,3435,2019,"Financial Year (Apr - Mar), 2019"
1664,India,33,TAMIL NADU,2019-20,Cycle 3,Potassium (K),VL,52,3435,2019,"Financial Year (Apr - Mar), 2019"
1665,India,33,TAMIL NADU,2019-20,Cycle 3,Potassium (K),L,107,3435,2019,"Financial Year (Apr - Mar), 2019"
1666,India,33,TAMIL NADU,2019-20,Cycle 3,Organic Carbon (OC),H,113,3435,2019,"Financial Year (Apr - Mar), 2019"
1667,India,33,TAMIL NADU,2019-20,Cycle 3,Organic Carbon (OC),VH,122,3435,2019,"Financial Year (Apr - Mar), 2019"
1668,India,33,TAMIL NADU,2019-20,Cycle 3,Phosphorous (P),H,216,3435,2019,"Financial Year (Apr - Mar), 2019"
1669,India,33,TAMIL NADU,2019-20,Cycle 3,Organic Carbon (OC),M,253,3435,2019,"Financial Year (Apr - Mar), 2019"
1670,India,33,TAMIL NADU,2019-20,Cycle 3,Phosphorous (P),VL,330,3435,2019,"Financial Year (Apr - Mar), 2019"
1671,India,33,TAMIL NADU,2019-20,Cycle 3,Phosphorous (P),VH,376,3435,2019,"Financial Year (Apr - Mar), 2019"
1672,India,33,TAMIL NADU,2019-20,Cycle 3,Organic Carbon (OC),VL,392,3435,2019,"Financial Year (Apr - Mar), 2019"
1673,India,33,TAMIL NADU,2019-20,Cycle 3,Potassium (K),VH,439,3435,2019,"Financial Year (Apr - Mar), 2019"
1674,India,33,TAMIL NADU,2019-20,Cycle 3,Nitrogen (N),VL,468,3435,2019,"Financial Year (Apr - Mar), 2019"
1675,India,33,TAMIL NADU,2019-20,Cycle 3,Potassium (K),M,502,3435,2019,"Financial Year (Apr - Mar), 2019"
1676,India,33,TAMIL NADU,2019-20,Cycle 3,Phosphorous (P),L,638,3435,2019,"Financial Year (Apr - Mar), 2019"
1677,India,33,TAMIL NADU,2019-20,Cycle 3,Phosphorous (P),M,833,3435,2019,"Financial Year (Apr - Mar), 2019"
1678,India,33,TAMIL NADU,2019-20,Cycle 3,Potassium (K),H,1293,3435,2019,"Financial Year (Apr - Mar), 2019"
1679,India,33,TAMIL NADU,2019-20,Cycle 3,Organic Carbon (OC),L,1511,3435,2019,"Financial Year (Apr - Mar), 2019"
1680,India,33,TAMIL NADU,2019-20,Cycle 3,Nitrogen (N),L,1898,3435,2019,"Financial Year (Apr - Mar), 2019"
1681,India,22,CHHATTISGARH,2019-20,Cycle 3,Nitrogen (N),VH,13,5226,2019,"Financial Year (Apr - Mar), 2019"
1682,India,22,CHHATTISGARH,2019-20,Cycle 3,Nitrogen (N),H,108,5226,2019,"Financial Year (Apr - Mar), 2019"
1683,India,22,CHHATTISGARH,2019-20,Cycle 3,Organic Carbon (OC),VH,172,5226,2019,"Financial Year (Apr - Mar), 2019"
1684,India,22,CHHATTISGARH,2019-20,Cycle 3,Potassium (K),VL,247,5226,2019,"Financial Year (Apr - Mar), 2019"
1685,India,22,CHHATTISGARH,2019-20,Cycle 3,Phosphorous (P),VL,377,5226,2019,"Financial Year (Apr - Mar), 2019"
1686,India,22,CHHATTISGARH,2019-20,Cycle 3,Potassium (K),VH,410,5226,2019,"Financial Year (Apr - Mar), 2019"
1687,India,22,CHHATTISGARH,2019-20,Cycle 3,Potassium (K),L,1220,5226,2019,"Financial Year (Apr - Mar), 2019"
1688,India,22,CHHATTISGARH,2019-20,Cycle 3,Phosphorous (P),VH,1496,5226,2019,"Financial Year (Apr - Mar), 2019"
1689,India,22,CHHATTISGARH,2019-20,Cycle 3,Nitrogen (N),VL,1931,5226,2019,"Financial Year (Apr - Mar), 2019"
1690,India,22,CHHATTISGARH,2019-20,Cycle 3,Phosphorous (P),H,1983,5226,2019,"Financial Year (Apr - Mar), 2019"
1691,India,22,CHHATTISGARH,2019-20,Cycle 3,Organic Carbon (OC),H,2433,5226,2019,"Financial Year (Apr - Mar), 2019"
1692,India,22,CHHATTISGARH,2019-20,Cycle 3,Organic Carbon (OC),VL,2841,5226,2019,"Financial Year (Apr - Mar), 2019"
1693,India,22,CHHATTISGARH,2019-20,Cycle 3,Phosphorous (P),L,3641,5226,2019,"Financial Year (Apr - Mar), 2019"
1694,India,22,CHHATTISGARH,2019-20,Cycle 3,Nitrogen (N),M,3802,5226,2019,"Financial Year (Apr - Mar), 2019"
1695,India,22,CHHATTISGARH,2019-20,Cycle 3,Organic Carbon (OC),L,6105,5226,2019,"Financial Year (Apr - Mar), 2019"
1696,India,22,CHHATTISGARH,2019-20,Cycle 3,Organic Carbon (OC),M,7184,5226,2019,"Financial Year (Apr - Mar), 2019"
1697,India,22,CHHATTISGARH,2019-20,Cycle 3,Potassium (K),H,7540,5226,2019,"Financial Year (Apr - Mar), 2019"
1698,India,22,CHHATTISGARH,2019-20,Cycle 3,Potassium (K),M,9319,5226,2019,"Financial Year (Apr - Mar), 2019"
1699,India,22,CHHATTISGARH,2019-20,Cycle 3,Phosphorous (P),M,11239,5226,2019,"Financial Year (Apr - Mar), 2019"
1700,India,22,CHHATTISGARH,2019-20,Cycle 3,Nitrogen (N),L,12882,5226,2019,"Financial Year (Apr - Mar), 2019"
1701,India,32,KERALA,2019-20,Cycle 3,Nitrogen (N),H,0,6583,2019,"Financial Year (Apr - Mar), 2019"
1702,India,32,KERALA,2019-20,Cycle 3,Nitrogen (N),M,0,6583,2019,"Financial Year (Apr - Mar), 2019"
1703,India,32,KERALA,2019-20,Cycle 3,Nitrogen (N),VH,0,6583,2019,"Financial Year (Apr - Mar), 2019"
1704,India,32,KERALA,2019-20,Cycle 3,Nitrogen (N),L,1,6583,2019,"Financial Year (Apr - Mar), 2019"
1705,India,32,KERALA,2019-20,Cycle 3,Nitrogen (N),VL,11,6583,2019,"Financial Year (Apr - Mar), 2019"
1706,India,32,KERALA,2019-20,Cycle 3,Potassium (K),VH,158,6583,2019,"Financial Year (Apr - Mar), 2019"
1707,India,32,KERALA,2019-20,Cycle 3,Organic Carbon (OC),VL,205,6583,2019,"Financial Year (Apr - Mar), 2019"
1708,India,32,KERALA,2019-20,Cycle 3,Phosphorous (P),H,275,6583,2019,"Financial Year (Apr - Mar), 2019"
1709,India,32,KERALA,2019-20,Cycle 3,Potassium (K),VL,319,6583,2019,"Financial Year (Apr - Mar), 2019"
1710,India,32,KERALA,2019-20,Cycle 3,Organic Carbon (OC),L,338,6583,2019,"Financial Year (Apr - Mar), 2019"
1711,India,32,KERALA,2019-20,Cycle 3,Organic Carbon (OC),H,367,6583,2019,"Financial Year (Apr - Mar), 2019"
1712,India,32,KERALA,2019-20,Cycle 3,Organic Carbon (OC),M,388,6583,2019,"Financial Year (Apr - Mar), 2019"
1713,India,32,KERALA,2019-20,Cycle 3,Phosphorous (P),VH,414,6583,2019,"Financial Year (Apr - Mar), 2019"
1714,India,32,KERALA,2019-20,Cycle 3,Phosphorous (P),L,432,6583,2019,"Financial Year (Apr - Mar), 2019"
1715,India,32,KERALA,2019-20,Cycle 3,Potassium (K),L,568,6583,2019,"Financial Year (Apr - Mar), 2019"
1716,India,32,KERALA,2019-20,Cycle 3,Phosphorous (P),VL,638,6583,2019,"Financial Year (Apr - Mar), 2019"
1717,India,32,KERALA,2019-20,Cycle 3,Potassium (K),H,640,6583,2019,"Financial Year (Apr - Mar), 2019"
1718,India,32,KERALA,2019-20,Cycle 3,Phosphorous (P),M,1088,6583,2019,"Financial Year (Apr - Mar), 2019"
1719,India,32,KERALA,2019-20,Cycle 3,Potassium (K),M,1167,6583,2019,"Financial Year (Apr - Mar), 2019"
1720,India,32,KERALA,2019-20,Cycle 3,Organic Carbon (OC),VH,1554,6583,2019,"Financial Year (Apr - Mar), 2019"
1721,India,30,GOA,2019-20,Cycle 3,Nitrogen (N),VH,42,7538,2019,"Financial Year (Apr - Mar), 2019"
1722,India,30,GOA,2019-20,Cycle 3,Phosphorous (P),VH,73,7538,2019,"Financial Year (Apr - Mar), 2019"
1723,India,30,GOA,2019-20,Cycle 3,Phosphorous (P),H,117,7538,2019,"Financial Year (Apr - Mar), 2019"
1724,India,30,GOA,2019-20,Cycle 3,Potassium (K),VH,174,7538,2019,"Financial Year (Apr - Mar), 2019"
1725,India,30,GOA,2019-20,Cycle 3,Nitrogen (N),H,177,7538,2019,"Financial Year (Apr - Mar), 2019"
1726,India,30,GOA,2019-20,Cycle 3,Organic Carbon (OC),H,463,7538,2019,"Financial Year (Apr - Mar), 2019"
1727,India,30,GOA,2019-20,Cycle 3,Phosphorous (P),L,517,7538,2019,"Financial Year (Apr - Mar), 2019"
1728,India,30,GOA,2019-20,Cycle 3,Organic Carbon (OC),VL,535,7538,2019,"Financial Year (Apr - Mar), 2019"
1729,India,30,GOA,2019-20,Cycle 3,Potassium (K),VL,559,7538,2019,"Financial Year (Apr - Mar), 2019"
1730,India,30,GOA,2019-20,Cycle 3,Organic Carbon (OC),M,577,7538,2019,"Financial Year (Apr - Mar), 2019"
1731,India,30,GOA,2019-20,Cycle 3,Nitrogen (N),VL,627,7538,2019,"Financial Year (Apr - Mar), 2019"
1732,India,30,GOA,2019-20,Cycle 3,Organic Carbon (OC),L,708,7538,2019,"Financial Year (Apr - Mar), 2019"
1733,India,30,GOA,2019-20,Cycle 3,Potassium (K),H,909,7538,2019,"Financial Year (Apr - Mar), 2019"
1734,India,30,GOA,2019-20,Cycle 3,Phosphorous (P),M,1337,7538,2019,"Financial Year (Apr - Mar), 2019"
1735,India,30,GOA,2019-20,Cycle 3,Nitrogen (N),L,1348,7538,2019,"Financial Year (Apr - Mar), 2019"
1736,India,30,GOA,2019-20,Cycle 3,Potassium (K),L,1355,7538,2019,"Financial Year (Apr - Mar), 2019"
1737,India,30,GOA,2019-20,Cycle 3,Potassium (K),M,2017,7538,2019,"Financial Year (Apr - Mar), 2019"
1738,India,30,GOA,2019-20,Cycle 3,Organic Carbon (OC),VH,2736,7538,2019,"Financial Year (Apr - Mar), 2019"
1739,India,30,GOA,2019-20,Cycle 3,Nitrogen (N),M,2822,7538,2019,"Financial Year (Apr - Mar), 2019"
1740,India,30,GOA,2019-20,Cycle 3,Phosphorous (P),VL,2973,7538,2019,"Financial Year (Apr - Mar), 2019"
1741,India,27,MAHARASHTRA,2019-20,Cycle 3,Nitrogen (N),VH,122,8594,2019,"Financial Year (Apr - Mar), 2019"
1742,India,27,MAHARASHTRA,2019-20,Cycle 3,Potassium (K),VL,242,8594,2019,"Financial Year (Apr - Mar), 2019"
1743,India,27,MAHARASHTRA,2019-20,Cycle 3,Potassium (K),L,310,8594,2019,"Financial Year (Apr - Mar), 2019"
1744,India,27,MAHARASHTRA,2019-20,Cycle 3,Phosphorous (P),VL,494,8594,2019,"Financial Year (Apr - Mar), 2019"
1745,India,27,MAHARASHTRA,2019-20,Cycle 3,Nitrogen (N),H,538,8594,2019,"Financial Year (Apr - Mar), 2019"
1746,India,27,MAHARASHTRA,2019-20,Cycle 3,Organic Carbon (OC),VL,785,8594,2019,"Financial Year (Apr - Mar), 2019"
1747,India,27,MAHARASHTRA,2019-20,Cycle 3,Organic Carbon (OC),VH,1246,8594,2019,"Financial Year (Apr - Mar), 2019"
1748,India,27,MAHARASHTRA,2019-20,Cycle 3,Phosphorous (P),L,1269,8594,2019,"Financial Year (Apr - Mar), 2019"
1749,India,27,MAHARASHTRA,2019-20,Cycle 3,Organic Carbon (OC),H,1721,8594,2019,"Financial Year (Apr - Mar), 2019"
1750,India,27,MAHARASHTRA,2019-20,Cycle 3,Phosphorous (P),H,1880,8594,2019,"Financial Year (Apr - Mar), 2019"
1751,India,27,MAHARASHTRA,2019-20,Cycle 3,Potassium (K),VH,2466,8594,2019,"Financial Year (Apr - Mar), 2019"
1752,India,27,MAHARASHTRA,2019-20,Cycle 3,Potassium (K),M,2652,8594,2019,"Financial Year (Apr - Mar), 2019"
1753,India,27,MAHARASHTRA,2019-20,Cycle 3,Nitrogen (N),L,3013,8594,2019,"Financial Year (Apr - Mar), 2019"
1754,India,27,MAHARASHTRA,2019-20,Cycle 3,Nitrogen (N),VL,3309,8594,2019,"Financial Year (Apr - Mar), 2019"
1755,India,27,MAHARASHTRA,2019-20,Cycle 3,Phosphorous (P),VH,3401,8594,2019,"Financial Year (Apr - Mar), 2019"
1756,India,27,MAHARASHTRA,2019-20,Cycle 3,Organic Carbon (OC),M,3696,8594,2019,"Financial Year (Apr - Mar), 2019"
1757,India,27,MAHARASHTRA,2019-20,Cycle 3,Nitrogen (N),M,3907,8594,2019,"Financial Year (Apr - Mar), 2019"
1758,India,27,MAHARASHTRA,2019-20,Cycle 3,Organic Carbon (OC),L,4053,8594,2019,"Financial Year (Apr - Mar), 2019"
1759,India,27,MAHARASHTRA,2019-20,Cycle 3,Phosphorous (P),M,4474,8594,2019,"Financial Year (Apr - Mar), 2019"
1760,India,27,MAHARASHTRA,2019-20,Cycle 3,Potassium (K),H,5840,8594,2019,"Financial Year (Apr - Mar), 2019"
1761,India,8,RAJASTHAN,2019-20,Cycle 3,Nitrogen (N),H,0,9454,2019,"Financial Year (Apr - Mar), 2019"
1762,India,8,RAJASTHAN,2019-20,Cycle 3,Nitrogen (N),L,0,9454,2019,"Financial Year (Apr - Mar), 2019"
1763,India,8,RAJASTHAN,2019-20,Cycle 3,Nitrogen (N),M,0,9454,2019,"Financial Year (Apr - Mar), 2019"
1764,India,8,RAJASTHAN,2019-20,Cycle 3,Organic Carbon (OC),M,0,9454,2019,"Financial Year (Apr - Mar), 2019"
1765,India,8,RAJASTHAN,2019-20,Cycle 3,Nitrogen (N),VH,0,9454,2019,"Financial Year (Apr - Mar), 2019"
1766,India,8,RAJASTHAN,2019-20,Cycle 3,Organic Carbon (OC),H,1,9454,2019,"Financial Year (Apr - Mar), 2019"
1767,India,8,RAJASTHAN,2019-20,Cycle 3,Organic Carbon (OC),VH,2,9454,2019,"Financial Year (Apr - Mar), 2019"
1768,India,8,RAJASTHAN,2019-20,Cycle 3,Potassium (K),VH,2,9454,2019,"Financial Year (Apr - Mar), 2019"
1769,India,8,RAJASTHAN,2019-20,Cycle 3,Phosphorous (P),VL,3,9454,2019,"Financial Year (Apr - Mar), 2019"
1770,India,8,RAJASTHAN,2019-20,Cycle 3,Potassium (K),VL,4,9454,2019,"Financial Year (Apr - Mar), 2019"
1771,India,8,RAJASTHAN,2019-20,Cycle 3,Nitrogen (N),VL,5,9454,2019,"Financial Year (Apr - Mar), 2019"
1772,India,8,RAJASTHAN,2019-20,Cycle 3,Potassium (K),L,12,9454,2019,"Financial Year (Apr - Mar), 2019"
1773,India,8,RAJASTHAN,2019-20,Cycle 3,Phosphorous (P),L,20,9454,2019,"Financial Year (Apr - Mar), 2019"
1774,India,8,RAJASTHAN,2019-20,Cycle 3,Phosphorous (P),H,51,9454,2019,"Financial Year (Apr - Mar), 2019"
1775,India,8,RAJASTHAN,2019-20,Cycle 3,Potassium (K),H,60,9454,2019,"Financial Year (Apr - Mar), 2019"
1776,India,8,RAJASTHAN,2019-20,Cycle 3,Phosphorous (P),VH,67,9454,2019,"Financial Year (Apr - Mar), 2019"
1777,India,8,RAJASTHAN,2019-20,Cycle 3,Organic Carbon (OC),L,108,9454,2019,"Financial Year (Apr - Mar), 2019"
1778,India,8,RAJASTHAN,2019-20,Cycle 3,Phosphorous (P),M,118,9454,2019,"Financial Year (Apr - Mar), 2019"
1779,India,8,RAJASTHAN,2019-20,Cycle 3,Organic Carbon (OC),VL,148,9454,2019,"Financial Year (Apr - Mar), 2019"
1780,India,8,RAJASTHAN,2019-20,Cycle 3,Potassium (K),M,181,9454,2019,"Financial Year (Apr - Mar), 2019"
1781,India,17,MEGHALAYA,2019-20,Cycle 3,Nitrogen (N),H,0,9635,2019,"Financial Year (Apr - Mar), 2019"
1782,India,17,MEGHALAYA,2019-20,Cycle 3,Nitrogen (N),L,0,9635,2019,"Financial Year (Apr - Mar), 2019"
1783,India,17,MEGHALAYA,2019-20,Cycle 3,Nitrogen (N),M,0,9635,2019,"Financial Year (Apr - Mar), 2019"
1784,India,17,MEGHALAYA,2019-20,Cycle 3,Nitrogen (N),VL,3,9635,2019,"Financial Year (Apr - Mar), 2019"
1785,India,17,MEGHALAYA,2019-20,Cycle 3,Nitrogen (N),VH,6,9635,2019,"Financial Year (Apr - Mar), 2019"
1786,India,17,MEGHALAYA,2019-20,Cycle 3,Phosphorous (P),VH,7,9635,2019,"Financial Year (Apr - Mar), 2019"
1787,India,17,MEGHALAYA,2019-20,Cycle 3,Phosphorous (P),H,65,9635,2019,"Financial Year (Apr - Mar), 2019"
1788,India,17,MEGHALAYA,2019-20,Cycle 3,Potassium (K),VH,148,9635,2019,"Financial Year (Apr - Mar), 2019"
1789,India,17,MEGHALAYA,2019-20,Cycle 3,Potassium (K),VL,243,9635,2019,"Financial Year (Apr - Mar), 2019"
1790,India,17,MEGHALAYA,2019-20,Cycle 3,Organic Carbon (OC),VL,258,9635,2019,"Financial Year (Apr - Mar), 2019"
1791,India,17,MEGHALAYA,2019-20,Cycle 3,Organic Carbon (OC),H,360,9635,2019,"Financial Year (Apr - Mar), 2019"
1792,India,17,MEGHALAYA,2019-20,Cycle 3,Organic Carbon (OC),M,528,9635,2019,"Financial Year (Apr - Mar), 2019"
1793,India,17,MEGHALAYA,2019-20,Cycle 3,Potassium (K),L,616,9635,2019,"Financial Year (Apr - Mar), 2019"
1794,India,17,MEGHALAYA,2019-20,Cycle 3,Phosphorous (P),L,691,9635,2019,"Financial Year (Apr - Mar), 2019"
1795,India,17,MEGHALAYA,2019-20,Cycle 3,Organic Carbon (OC),L,708,9635,2019,"Financial Year (Apr - Mar), 2019"
1796,India,17,MEGHALAYA,2019-20,Cycle 3,Potassium (K),H,754,9635,2019,"Financial Year (Apr - Mar), 2019"
1797,India,17,MEGHALAYA,2019-20,Cycle 3,Phosphorous (P),M,899,9635,2019,"Financial Year (Apr - Mar), 2019"
1798,India,17,MEGHALAYA,2019-20,Cycle 3,Organic Carbon (OC),VH,915,9635,2019,"Financial Year (Apr - Mar), 2019"
1799,India,17,MEGHALAYA,2019-20,Cycle 3,Potassium (K),M,1008,9635,2019,"Financial Year (Apr - Mar), 2019"
1800,India,17,MEGHALAYA,2019-20,Cycle 3,Phosphorous (P),VL,1110,9635,2019,"Financial Year (Apr - Mar), 2019"
1801,India,20,JHARKHAND,2019-20,Cycle 3,Nitrogen (N),VH,22,13094,2019,"Financial Year (Apr - Mar), 2019"
1802,India,20,JHARKHAND,2019-20,Cycle 3,Potassium (K),VH,75,13094,2019,"Financial Year (Apr - Mar), 2019"
1803,India,20,JHARKHAND,2019-20,Cycle 3,Nitrogen (N),H,77,13094,2019,"Financial Year (Apr - Mar), 2019"
1804,India,20,JHARKHAND,2019-20,Cycle 3,Potassium (K),H,400,13094,2019,"Financial Year (Apr - Mar), 2019"
1805,India,20,JHARKHAND,2019-20,Cycle 3,Phosphorous (P),H,503,13094,2019,"Financial Year (Apr - Mar), 2019"
1806,India,20,JHARKHAND,2019-20,Cycle 3,Nitrogen (N),VL,596,13094,2019,"Financial Year (Apr - Mar), 2019"
1807,India,20,JHARKHAND,2019-20,Cycle 3,Phosphorous (P),VH,634,13094,2019,"Financial Year (Apr - Mar), 2019"
1808,India,20,JHARKHAND,2019-20,Cycle 3,Organic Carbon (OC),VH,794,13094,2019,"Financial Year (Apr - Mar), 2019"
1809,India,20,JHARKHAND,2019-20,Cycle 3,Organic Carbon (OC),VL,795,13094,2019,"Financial Year (Apr - Mar), 2019"
1810,India,20,JHARKHAND,2019-20,Cycle 3,Organic Carbon (OC),H,1006,13094,2019,"Financial Year (Apr - Mar), 2019"
1811,India,20,JHARKHAND,2019-20,Cycle 3,Potassium (K),VL,1343,13094,2019,"Financial Year (Apr - Mar), 2019"
1812,India,20,JHARKHAND,2019-20,Cycle 3,Phosphorous (P),VL,1479,13094,2019,"Financial Year (Apr - Mar), 2019"
1813,India,20,JHARKHAND,2019-20,Cycle 3,Phosphorous (P),M,1757,13094,2019,"Financial Year (Apr - Mar), 2019"
1814,India,20,JHARKHAND,2019-20,Cycle 3,Organic Carbon (OC),M,1793,13094,2019,"Financial Year (Apr - Mar), 2019"
1815,India,20,JHARKHAND,2019-20,Cycle 3,Potassium (K),L,1926,13094,2019,"Financial Year (Apr - Mar), 2019"
1816,India,20,JHARKHAND,2019-20,Cycle 3,Organic Carbon (OC),L,1986,13094,2019,"Financial Year (Apr - Mar), 2019"
1817,India,20,JHARKHAND,2019-20,Cycle 3,Phosphorous (P),L,2003,13094,2019,"Financial Year (Apr - Mar), 2019"
1818,India,20,JHARKHAND,2019-20,Cycle 3,Nitrogen (N),M,2172,13094,2019,"Financial Year (Apr - Mar), 2019"
1819,India,20,JHARKHAND,2019-20,Cycle 3,Potassium (K),M,2628,13094,2019,"Financial Year (Apr - Mar), 2019"
1820,India,20,JHARKHAND,2019-20,Cycle 3,Nitrogen (N),L,3513,13094,2019,"Financial Year (Apr - Mar), 2019"
1821,India,6,HARYANA,2019-20,Cycle 3,Nitrogen (N),H,0,24923,2019,"Financial Year (Apr - Mar), 2019"
1822,India,6,HARYANA,2019-20,Cycle 3,Nitrogen (N),M,3,24923,2019,"Financial Year (Apr - Mar), 2019"
1823,India,6,HARYANA,2019-20,Cycle 3,Nitrogen (N),VH,3,24923,2019,"Financial Year (Apr - Mar), 2019"
1824,India,6,HARYANA,2019-20,Cycle 3,Organic Carbon (OC),VH,15,24923,2019,"Financial Year (Apr - Mar), 2019"
1825,India,6,HARYANA,2019-20,Cycle 3,Organic Carbon (OC),H,125,24923,2019,"Financial Year (Apr - Mar), 2019"
1826,India,6,HARYANA,2019-20,Cycle 3,Nitrogen (N),L,571,24923,2019,"Financial Year (Apr - Mar), 2019"
1827,India,6,HARYANA,2019-20,Cycle 3,Potassium (K),VH,579,24923,2019,"Financial Year (Apr - Mar), 2019"
1828,India,6,HARYANA,2019-20,Cycle 3,Phosphorous (P),H,815,24923,2019,"Financial Year (Apr - Mar), 2019"
1829,India,6,HARYANA,2019-20,Cycle 3,Organic Carbon (OC),M,966,24923,2019,"Financial Year (Apr - Mar), 2019"
1830,India,6,HARYANA,2019-20,Cycle 3,Potassium (K),VL,1108,24923,2019,"Financial Year (Apr - Mar), 2019"
1831,India,6,HARYANA,2019-20,Cycle 3,Phosphorous (P),M,1663,24923,2019,"Financial Year (Apr - Mar), 2019"
1832,India,6,HARYANA,2019-20,Cycle 3,Phosphorous (P),VH,1781,24923,2019,"Financial Year (Apr - Mar), 2019"
1833,India,6,HARYANA,2019-20,Cycle 3,Potassium (K),L,2925,24923,2019,"Financial Year (Apr - Mar), 2019"
1834,India,6,HARYANA,2019-20,Cycle 3,Phosphorous (P),L,3705,24923,2019,"Financial Year (Apr - Mar), 2019"
1835,India,6,HARYANA,2019-20,Cycle 3,Organic Carbon (OC),VL,4128,24923,2019,"Financial Year (Apr - Mar), 2019"
1836,India,6,HARYANA,2019-20,Cycle 3,Potassium (K),H,5336,24923,2019,"Financial Year (Apr - Mar), 2019"
1837,India,6,HARYANA,2019-20,Cycle 3,Nitrogen (N),VL,8594,24923,2019,"Financial Year (Apr - Mar), 2019"
1838,India,6,HARYANA,2019-20,Cycle 3,Potassium (K),M,8799,24923,2019,"Financial Year (Apr - Mar), 2019"
1839,India,6,HARYANA,2019-20,Cycle 3,Phosphorous (P),VL,10785,24923,2019,"Financial Year (Apr - Mar), 2019"
1840,India,6,HARYANA,2019-20,Cycle 3,Organic Carbon (OC),L,13512,24923,2019,"Financial Year (Apr - Mar), 2019"
1841,India,21,ODISHA,2019-20,Cycle 3,Nitrogen (N),VH,12,31058,2019,"Financial Year (Apr - Mar), 2019"
1842,India,21,ODISHA,2019-20,Cycle 3,Nitrogen (N),H,67,31058,2019,"Financial Year (Apr - Mar), 2019"
1843,India,21,ODISHA,2019-20,Cycle 3,Potassium (K),VH,1054,31058,2019,"Financial Year (Apr - Mar), 2019"
1844,India,21,ODISHA,2019-20,Cycle 3,Nitrogen (N),VL,1903,31058,2019,"Financial Year (Apr - Mar), 2019"
1845,India,21,ODISHA,2019-20,Cycle 3,Nitrogen (N),L,1946,31058,2019,"Financial Year (Apr - Mar), 2019"
1846,India,21,ODISHA,2019-20,Cycle 3,Phosphorous (P),H,2435,31058,2019,"Financial Year (Apr - Mar), 2019"
1847,India,21,ODISHA,2019-20,Cycle 3,Organic Carbon (OC),VH,2521,31058,2019,"Financial Year (Apr - Mar), 2019"
1848,India,21,ODISHA,2019-20,Cycle 3,Phosphorous (P),VH,2529,31058,2019,"Financial Year (Apr - Mar), 2019"
